True_Value,Predicted_Value,Set
3.3866,3.107955191880734,Train
8.8396,9.548210387889347,Train
-4.4198,-2.9119743862608765,Train
2.1238,6.9242714094823565,Train
11.8244,12.4261657117821,Train
15.8424,14.074612580566013,Train
10.1598,10.477558400190302,Train
0.9184,4.761878716287276,Train
3.444,3.2337152133309344,Train
3.3866,2.9020817376083645,Train
13.8908,11.625058688391123,Train
-9.184,-6.182638913094301,Train
0.5166,1.5040351198328006,Train
5.3956,6.346364541294336,Train
19.4012,17.461226578042847,Train
4.0754,6.658836494179173,Train
18.1384,17.451887268830824,Train
16.1294,16.657135250066023,Train
17.6792,14.025730133210624,Train
2.1812,2.5234478172736097,Train
3.8458,6.105657868287114,Train
6.5436,6.095662630981874,Train
6.8306,9.078001655484947,Train
5.6252,7.201055295616564,Train
9.184,8.729338692198468,Train
0.8036,-1.264071006488523,Train
9.184,9.565748957588633,Train
17.507,17.517152884340547,Train
1.6072,3.008322767735975,Train
9.2988,11.486507570170417,Train
0.9758,1.1873109416772767,Train
2.583,3.411026497887905,Train
12.341,13.005805544577019,Train
3.0996,5.374502938424734,Train
11.0782,10.814500739020627,Train
-2.583,-1.4852291806945424,Train
16.1868,15.027974971261179,Train
21.0084,11.532357242934403,Train
16.8756,16.704435887284347,Train
-2.009,-0.7100795844395105,Train
1.435,2.567069537071877,Train
8.897,10.067962919220545,Train
10.6764,7.99930957600712,Train
9.0118,9.295442493313502,Train
-0.9758,0.9350896249064888,Train
7.175,7.932220577729848,Train
-7.5194,-5.6308015566608365,Train
10.906,15.365378464263614,Train
5.3382,6.8132023242332975,Train
4.1328,5.500648715212394,Train
14.1778,14.595246903577156,Train
4.1902,1.1155186025201589,Train
8.4378,9.729412539567546,Train
10.045,11.108052717358788,Train
13.776,7.410181415122954,Train
4.9364,4.835323692076511,Train
7.175,7.37588314250138,Train
-3.0996,-2.378439891075894,Train
20.8362,18.748033179830813,Train
10.1598,6.6759690477603675,Train
7.0028,8.221845464943407,Train
12.5706,9.312610025794806,Train
19.4586,17.594193601209028,Train
-6.4862,-4.171910303742699,Train
6.6584,7.917981264955145,Train
-10.1024,-4.580958781228942,Train
15.8424,15.191191525529756,Train
12.8576,13.86470520925975,Train
7.0602,7.133006312405945,Train
-0.6314,3.788376333030356,Train
14.063,13.101622941439441,Train
1.148,2.016841532888364,Train
1.0332,0.1504638254784494,Train
4.5346,3.2264377908212563,Train
15.6702,16.959143268189422,Train
12.054,9.713604055140763,Train
-3.2144,-3.3624673969350507,Train
-5.0512,-8.647231850037809,Train
11.0782,11.79269343331154,Train
5.2808,3.983236234167805,Train
6.6584,6.570182479714827,Train
-4.3624,-1.7555736195384881,Train
-11.8244,-12.267356531261914,Train
-9.9302,-11.684694119027249,Train
-10.3894,-5.747137035546858,Train
2.009,4.488098793450209,Train
6.601,5.106388062141298,Train
11.3652,12.253365339867418,Train
7.0028,8.221845464943407,Train
-0.6314,1.1904719321090358,Train
-1.0332,3.4442289447255545,Train
-5.5678,-3.779926238880135,Train
6.1992,8.377449079118788,Train
1.8368,2.978419857097162,Train
-11.9966,-9.628971283050973,Train
3.3292,3.479451907838107,Train
-0.6888,1.9221540540451638,Train
4.7642,7.2586187853887,Train
1.148,1.3556824127387035,Train
10.3894,8.556259432761527,Train
4.8216,5.561014913911941,Train
16.1868,15.027974971261179,Train
13.8334,14.169355582120827,Train
0.9184,-0.9857160134522385,Train
9.6432,9.150365503671631,Train
11.9392,12.306650501103134,Train
-12.628,-13.238438986822086,Train
11.3078,14.237786114156119,Train
13.202,13.645274741129525,Train
7.175,7.770312731404986,Train
10.906,9.53851084801941,Train
7.2324,7.255246312810586,Train
6.1992,6.585351589887509,Train
16.646,14.553182721417615,Train
2.1238,2.307156684230807,Train
16.646,9.6563235923055,Train
7.9786,6.378084014676426,Train
-2.4682,-2.131999767460835,Train
10.5616,11.085980909987503,Train
9.8728,8.278798856958817,Train
13.7186,12.930559984254396,Train
16.5886,7.138461842074674,Train
3.444,1.481789492165742,Train
0.9184,0.11087704673345478,Train
6.4862,6.0079718145711025,Train
14.2926,15.701270949020438,Train
18.1384,16.608994338018288,Train
8.61,8.064441996124827,Train
14.6944,15.320119727526663,Train
18.1384,17.451887268830824,Train
2.87,1.6077124608449758,Train
0.861,0.733034366201105,Train
3.157,0.643710617370008,Train
4.7642,7.2586187853887,Train
-0.7462,1.283546133222683,Train
7.0602,7.558660841248734,Train
4.0754,3.415751476743883,Train
12.4558,9.560210038854269,Train
15.211,16.5079474637772,Train
6.8306,7.235243024103669,Train
13.3168,13.427823082529768,Train
4.305,6.390849312274009,Train
-8.7248,-8.871463535509374,Train
16.3016,14.202570257142412,Train
5.5104,6.783962507000359,Train
9.8728,8.168569301067455,Train
8.61,8.710887959660251,Train
15.211,14.883273561152418,Train
9.3562,11.318070510212968,Train
14.35,15.438624305335852,Train
9.184,7.405860938955787,Train
5.9122,7.797746338059769,Train
14.5796,13.95535914609257,Train
12.2262,10.840175178239647,Train
-3.8458,-3.472429298660334,Train
7.9786,8.496076921661043,Train
3.2718,4.35558026171109,Train
9.6432,9.129532255018448,Train
19.4012,17.461226578042847,Train
16.1868,16.456193702282228,Train
6.027,6.288684368347763,Train
14.2352,13.202320214909856,Train
7.462,6.244741354066978,Train
6.4288,5.121711954512858,Train
19.0568,18.539737909433597,Train
16.1294,15.946902856928375,Train
11.8818,12.487835016553166,Train
18.0236,16.40189539282016,Train
12.341,8.21216000325305,Train
-1.8942,3.3880676762429474,Train
13.9482,10.251884216234163,Train
1.2054,2.8187725011000113,Train
10.2172,11.597565021275518,Train
-7.0602,-3.1235767116185666,Train
6.4862,6.645597933861792,Train
3.731,-0.1019929864679936,Train
14.924,14.340103330079629,Train
3.3866,5.933103313670456,Train
-5.9122,-5.6080078152411055,Train
16.1294,11.787823718026035,Train
9.6432,8.211072454258087,Train
